CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, params
0,                    comb,            central, 1,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            central, 1,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            central, 1,         -2.4,   2.4,    0,     inf,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.,0.,0.,0.]"
0,                    comb,            central, 0,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            central, 0,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            central, 0,         -2.4,   2.4,    0,     inf,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.,0.,0.,0.]"
0,                    comb,            down,    1,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            down,    1,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-2*0.063454590737819672,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    20,    30,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.063454590737819672,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    30,    50,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.031410016119480133,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    50,    70,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.02891194075345993,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.028121808543801308,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.027028990909457207,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.027206243947148323,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.033642303198575974,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.04273652657866478,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.054665762931108475,0.,0.,0.]"
0,                    comb,            down,    1,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-2*0.054665762931108475,0.,0.,0.]"
0,                    comb,            down,    0,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            down,    0,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-2*0.025381835177540779,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    20,    30,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.025381835177540779,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    30,    50,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.012564006261527538,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    50,    70,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.011564776301383972,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.011248723603785038,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.010811596177518368,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.010882497765123844,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.013456921093165874,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.017094610258936882,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-0.02186630479991436,0.,0.,0.]"
0,                    comb,            down,    0,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,-2*0.02186630479991436,0.,0.,0.]"
0,                    comb,            up,      1,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            up,      1,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,2*0.063454590737819672,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    20,    30,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.063454590737819672,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    30,    50,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.031410016119480133,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    50,    70,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.02891194075345993,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.028121808543801308,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.027028990909457207,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.027206243947148323,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.033642303198575974,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.04273652657866478,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.054665762931108475,0.,0.,0.]"
0,                    comb,            up,      1,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,2*0.054665762931108475,0.,0.,0.]"
0,                    comb,            up,      0,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            up,      0,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,2*0.025381835177540779,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    20,    30,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.025381835177540779,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    30,    50,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.012564006261527538,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    50,    70,    0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.011564776301383972,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.011248723603785038,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.010811596177518368,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.010882497765123844,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.013456921093165874,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.017094610258936882,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,0.02186630479991436,0.,0.,0.]"
0,                    comb,            up,      0,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.887973,0.0523821,0.0460876,2*0.02186630479991436,0.,0.,0.]"
1,                    comb,            central, 1,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            central, 1,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            central, 1,         -2.4,   2.4,    0,     inf,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.,0.,0.,0.]"
1,                    comb,            central, 0,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            central, 0,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            central, 0,         -2.4,   2.4,    0,     inf,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.,0.,0.,0.]"
1,                    comb,            down,    1,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            down,    1,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-2*0.12064050137996674,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    20,    30,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.12064050137996674,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    30,    50,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.042138919234275818,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    50,    70,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.03711806982755661,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.036822021007537842,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.034397732466459274,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.0362386554479599,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.044985830783843994,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.064243391156196594,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.097131341695785522,0.,0.,0.]"
1,                    comb,            down,    1,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-2*0.097131341695785522,0.,0.,0.]"
1,                    comb,            down,    0,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            down,    0,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-2*0.040213499218225479,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    20,    30,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.040213499218225479,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    30,    50,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.014046305790543556,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    50,    70,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.012372690252959728,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.012274007312953472,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.011465910822153091,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.012079551815986633,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.014995276927947998,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.021414462476968765,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-0.032377112656831741,0.,0.,0.]"
1,                    comb,            down,    0,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,-2*0.032377112656831741,0.,0.,0.]"
1,                    comb,            up,      1,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            up,      1,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,2*0.12064050137996674,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    20,    30,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.12064050137996674,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    30,    50,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.042138919234275818,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    50,    70,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.03711806982755661,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    70,    100,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.036822021007537842,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    100,   140,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.034397732466459274,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    140,   200,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.0362386554479599,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    200,   300,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.044985830783843994,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    300,   600,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.064243391156196594,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    600,   1000,  0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,0.097131341695785522,0.,0.,0.]"
1,                    comb,            up,      1,         -2.4,   2.4,    1000,  inf,   0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,2*0.097131341695785522,0.,0.,0.]"
1,                    comb,            up,      0,         -inf,   -2.4,   0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            up,      0,         2.4,    inf,    0,     inf,   0,        1,        "[0.,20.,1000.,1.,0.,0.,0.,0.,0.,0.]"
1,                    comb,            up,      0,         -2.4,   2.4,    0,     20,    0,        1,        "[0.,20.,1000.,0.561694,0.31439,0.17756,2*0.040213499218225479,0.,0.,0.]"
